step_index,solve_time_s
0,0.000255310
1,0.000241870
2,0.000193944
3,0.000197371
4,0.000197835
5,0.000188616
6,0.000180848
7,0.000210778
8,0.000149229
9,0.000149245
10,0.000172276
11,0.000138973
12,0.000145770
13,0.000171181
14,0.000137138
15,0.000128793
16,0.000155908
17,0.000133496
18,0.000121757
19,0.000149512
20,0.000120732
21,0.000115583
22,0.000143585
23,0.000117534
24,0.000117011
25,0.000142034
26,0.000116113
27,0.000109255
28,0.000140335
29,0.000112840
30,0.000105153
31,0.000137013
32,0.000105989
33,0.000100210
34,0.000130344
35,0.000104796
36,0.000090297
37,0.000129700
38,0.000098943
39,0.000083161
40,0.000124000
41,0.000085798
42,0.000088020
43,0.000112892
44,0.000086775
45,0.000076320
46,0.000108490
47,0.000078349
48,0.000073155
49,0.000102411
50,0.000074329
51,0.000066386
52,0.000101784
53,0.000069795
54,0.000062403
55,0.000096415
56,0.000063926
57,0.000058653
58,0.000088368
59,0.000061561
60,0.000050380
61,0.000078264
62,0.000111913
63,0.000045426
64,0.000075869
65,0.000047027
66,0.000039846
67,0.000071283
68,0.000045710
69,0.000040997
70,0.000070461
71,0.000045562
72,0.000048561
73,0.000071239
74,0.000048421
75,0.000041251
76,0.000074780
77,0.000047181
78,0.000042903
79,0.000076630
80,0.000048899
81,0.000039949
82,0.000071429
83,0.000047890
84,0.000040376
85,0.000071789
86,0.000050339
87,0.000041166
88,0.000065781
89,0.000044087
90,0.000036565
91,0.000070765
92,0.000043656
93,0.000037175
94,0.000069599
95,0.000041861
96,0.000037903
97,0.000065528
98,0.000040727
99,0.000039783
100,0.000068074
101,0.000041535
102,0.000035451
103,0.000077670
104,0.000041691
105,0.000040866
106,0.000078416
107,0.000044553
108,0.000039383
109,0.000074475
110,0.000044229
111,0.000041275
112,0.000074642
113,0.000050590
114,0.000039843
115,0.000071011
116,0.000050148
117,0.000041222
118,0.000072296
119,0.000046764
120,0.000046309
121,0.000070667
122,0.000047443
123,0.000042947
124,0.000074397
125,0.000045723
126,0.000041494
127,0.000073740
128,0.000047733
129,0.000040771
130,0.000071230
131,0.000045998
132,0.000043342
133,0.000068809
134,0.000051694
135,0.000040164
136,0.000072425
137,0.000047921
138,0.000043849
139,0.000067000
140,0.000052070
141,0.000041811
142,0.000068168
143,0.000052287
144,0.000041017
145,0.000070553
146,0.000045806
147,0.000040206
148,0.000075014
149,0.000045878
150,0.000040544
151,0.000075432
152,0.000045582
153,0.000041008
154,0.000070262
155,0.000048253
156,0.000040797
157,0.000076246
158,0.000049237
159,0.000040963
160,0.000076121
161,0.000048590
162,0.000040046
163,0.000077118
164,0.000044160
165,0.000043228
166,0.000068994
167,0.000047523
168,0.000042250
169,0.000072217
170,0.000046464
171,0.000047724
172,0.000069418
173,0.000049739
174,0.000043808
175,0.000066959
176,0.000047396
177,0.000043856
178,0.000065933
179,0.000047215
180,0.000039906
181,0.000070670
182,0.000044192
183,0.000041847
184,0.000066845
185,0.000044122
186,0.000039180
187,0.000066981
188,0.000045159
189,0.000040038
190,0.000064635
191,0.000044101
192,0.000037951
193,0.000064235
194,0.000042212
195,0.000037234
196,0.000068219
197,0.000039941
198,0.000036114
199,0.000062153
200,0.000039459
201,0.000037330
202,0.000064614
203,0.000040012
204,0.000037200
205,0.000065894
206,0.000041905
207,0.000036578
208,0.000075531
209,0.000046348
210,0.000039011
211,0.000068807
212,0.000042690
213,0.000041085
214,0.000070419
215,0.000047651
216,0.000039555
217,0.000078931
218,0.000044476
219,0.000039976
220,0.000067908
221,0.000045320
222,0.000041990
223,0.000069999
224,0.000055063
225,0.000039453
226,0.000070961
227,0.000043749
228,0.000041986
229,0.000066708
230,0.000046022
231,0.000040732
232,0.000070393
233,0.000046361
234,0.000039475
235,0.000069321
236,0.000043208
237,0.000041229
238,0.000067921
239,0.000047650
240,0.000038832
241,0.000071269
242,0.000044318
243,0.000040839
244,0.000066534
245,0.000045432
246,0.000039668
247,0.000064230
248,0.000046162
249,0.000038180
250,0.000063621
251,0.000044580
252,0.000038545
253,0.000067940
254,0.000045547
255,0.000038760
256,0.000068198
257,0.000042465
258,0.000038981
259,0.000064777
260,0.000044944
261,0.000039947
262,0.000065992
263,0.000045553
264,0.000038970
265,0.000065497
266,0.000044735
267,0.000038063
268,0.000066536
269,0.000043085
270,0.000039848
271,0.000064331
272,0.000045056
273,0.000038015
274,0.000069555
275,0.000042937
276,0.000047405
277,0.000073119
278,0.000044848
279,0.000037518
280,0.000065198
